comment,Hate
"[caption]: বাচ্চাদের সব কথাই শুনতে ভালো লাগে শুধু একটা কথা ছাড়া,
[son]: তোমার মোবাইলে গেম আছে?",no
"[caption]: এইচ.এস.সি পরীক্ষার আগমনে
[caption]: কারেন্ট উধাও",no
"[caption]: “মশার বাচ্চা মশা”
[person]: রক্ত না খাইয়া চর্বি খাইতে পারস না???",yes
"[caption]: KEU AMARE MAIRALA
[man]: শুনেছি একমাত্র বোকারাই নাকি প্রেমে পড়ে, আর তারাই নাকি গার্লফ্রেন্ড পায়
[man]: এই জন্যই তো আমার কোনো গার্লফ্রেন্ড নাই",no
"[caption]: KOLAPATAGRAPHY
[caption]: FAKi BAJi
[caption]: ভাগ্যিস! আশেপাশে কোন উপাইস্যা ছাগল ছিলো না",yes
"[caption]: FAKI BAJI
[man]: ফইন্নির ঘরে ফইন্নি এইটা ফটোগ্রাফি নাকি পর্ণোগ্রাফি",yes
"[Professor]: কোন পরিবারের ছেলেমেয়েরা রাতে তাড়াতাড়ি ঘুমাতে যায় আর খুব সকালে ঘুম থেকে ওঠে?
[Man]: যে পরিবারে ইন্টারনেট কানেকশন নাই",no
"[caption]: যারা সারাদিন সেলফি উঠায় নিজেরে
সেলফি কিং/কুঈন ভাবে
[caption]: তারা আসলে কিং/কুঈন না মানুষিক রোগী
",yes
"[caption]: ইন্ডিয়া তে শাবান বেচতে পারেনা আসবে বাংলাদেশে!
[caption]: বেচবেই বা কেমনে? তাদের টয়লেটই তো নাই!
",yes
"[caption]: *রেজাল্টের আগে...
[caption]: হে আল্লাহ! এ+ পাওয়ায় দাও!
[caption]: আমি প্রতিদিন ৫ ওয়াক্ত নামাজ পরবো!
[caption]: *রেজাল্টের পরে...
[caption]: এ+ পাইয়া গেসিরে মামা!
[caption]: MWV চল আজকে WESTIN এ যাই!

",no
"[caption]: আগে সপ্তাহে ৬ দিন ক্লাস করতাম একদিন স্কুল বন্ধ থাকত
[caption]: এখন একদিন ক্লাস করি, ছয় দিন স্কুল বন্ধ থাকে
",no
"[টিচার]: “বেয়াদব! এতো অকালে পেকে গিয়েছিস কিভাবে?!”
[ছাত্র]: ""স্যার ফরমালিন মেশানো আম খেয়ে”
",yes
"[caption]: যেই হারে গরম পরতেছে,
[caption]: আমরা যদি ভুট্টা হইতাম তাইলে
[caption]: এতক্ষণে পপকর্ণ হইয়া যাইতাম !!

",no
"[caption]: সবাইকে পড়েলা
[caption]: AJAIRA PECHAL
[caption]: বই
[caption]: শাক
[caption]: এর অর্থ
[caption]: AJAIRA PECHAL
",no
"[caption]: BNP'র ভোট বর্জন ছিল পূর্বপরিকল্পিত!
[caption]: যেমন ভোট কারচুপি ছিল আপনাদের পূর্বপরিকল্পিত!

",no
"[caption]: তোমার কাছে গিফট কিনার টাকা নাই !!
[caption]: বাহিরে ঘুরাইতে নিয়ে জাওয়ার টাকা নাই !!
[caption]: আছে কি তোমার কাছে??!!
[caption]: আমি তো আগেই বলছি
[caption]: তুমি ছাড়া আমার কিছু নাই
",no
"[caption]: উফ!! এতো গরম কেরে
[caption]: এটা হচ্ছে এই গরম বিএনপির
সরকারের চক্রান্ত
সাজানো নাটক

",yes
"[caption]: পড়ালেখা তুমি কার মাথায় ঘুরো?
[caption]: তার মাথা কি আমার থেকে বড়?
",no
"[caption]: ডাক্তার সাব আমারে বাঁচান
[caption]: আমি ঘুমাইলে চোখে দেখি না
[caption]: খাইলে ক্ষুধা লাগে না।
[caption]: আপনি রোজ সকালে একটা
[caption]: ছাগলের ডিম
[caption]: আর এক গ্লাস মুরগির দুধ খাবেন
[caption]: তাহলে ঠিক হয়ে যাবেন

",no
"[caption]: ডাক্তার আসিবার পূর্বে রোগী মারা গেল”
এই যুগ শেষ...
[caption]: এখন ভোট গ্রহন শুরুর আগেই ভোেট প্রদান শেষ
এর যুগ চালু হইছে!

",no
"[caption]: আমার এতটুকু ধরণা
[caption]: নতুন দিল কেতা?
",no
"[caption]: HAPPINESS IS
[caption]: আজকে বাংলাদেশের সাথে
[caption]: ক্রিকেট খেলা
[caption]: সবাই ব্যাটিং পাবো!

",no
"[caption]: LOVE MARRIAGE হলো
[caption]: URADHURA TROLL
[caption]: নিজের বান্ধবিকে বিয়া করা
[caption]: ARRANGE MARRIAGE হলো
[caption]: URADHURA TROLL
[caption]: অন্যজনের বান্ধবিকে বিয়া করা
",no
"ভাই তোমার সেঞ্চুরির রহস্য কি?
ভাইরে ফেয়ার এন্ড লাভলি আর ডানো এর পিছে
সময় নষ্ঠ না করে খেলায় মনোযোগ দাও তুমিও পারবা
",no
"[caption]: *সিটি নির্বাচন
আওয়ামীলীগ জিতলে বলবে নির্বাচন হয়েছে সুষ্ঠ
তাই মানুষ আমাদের ভোট দিয়েছে!
[caption]: বিএনপি জিতলে বলবে আওয়ামীলীগ অনেক দুষ্ট
তাই মানুষ আমাদের ভোট দিয়েছে!
[caption]: যেই লাউ সেই কধু...
আম জনতা আম পাবে না, হবে শুধু বুদ্ধ!

",yes
"[girlfriend]: জানু, কালকে আমরা শপিং এ যাবো, বাইরে খাবো, সিনেমা দেখবো, আর ঘুরবো!
[boyfriend]: তাইলে পরশু থেকে আমরা এক সাথে মাজারে গিয়ে ভিক্ষা করবো!
",no
"[caption]: জানো বিকালে মনে হচ্ছিল
ভূমিকম্প হচ্ছে!
[caption]: ওটা তেমন কিছু না
আমি হাঁচি দিয়েছিলাম আর কি!
",no
"[caption]: নানী আর কোন হরতাল
[caption]: অবরোধ দেন না ক্যারে?
[caption]: ছুটিতে আছি
[caption]: আপনার এই ছুটিতে আমাগোর
[caption]: ছুটি বন্ধ হইয়া গেছে

",no
"[caption]: সিজিপিএ নাই
[caption]: পাওয়ার অলা মামা-চাচা ও নাই
[caption]: ভবিষ্যৎ তো পুরাই অন্ধকার রে মামা
",no
"[caption]: আমরা যা দেখি
[caption]: পানি
[caption]: নোয়াখালীর মধুর যা দেখেছ
[caption]: হানি
",no
"আমি চিৎকার করে কাঁদিতে চাহিয়া
করিতে পারিনি চিৎকার
মুখ খুলিয়া কিছু বলিতে গেলে
পুলিশে করে গ্রেফতার

",no
"[caption]: যে গরম পড়ছে যাই গোসল করে ঠান্ডা হই
[caption]: কিন্তু ফইন্নির ঘরে ফইন্নি পানিও গরম
",yes
"[caption]: সংবাদ-
[caption]: ভারত বিরোধীদের বাংলার মাটিতে ঠাঁই নেই
[caption]: চাচা আমিতো ভারত বিরোধী
[caption]: তাহলে আমাকে বাইরে পাঠিয়ে দিন,
[caption]: আমেরিকা বা কানাডা হলে ভালো হয়!
[caption]: পোলাপাইন মজাও বুঝে না!
[caption]: পারলে তো আমি নিজেই যাইতাম!

",no
"[teacher]: পৃথিবীর সবচেয়ে বেশি ব্রজপাত পড়ে কোথায়?
[man]: স্টার জলসা চ্যানেলের বাংলা সিরিয়াল গুলতে কারণ ওখানে একটু পরপরই ঠান্ডা পড়ে
",no
"[caption]: সেমিস্টার ফাইনালসে তো এক বিভীষিকার নাম
[caption]: পোলাপাইনের রি-অ্যাকশন
[caption]: যখন ক্লাসের সবচেয়ে সুন্দরী মেয়েটি
[caption]: ""ইন এ রিলেশনশীপ"" হয়ে যায়
",no
"[caption]: চ্যাম্পিয়ন, এত যে ভাল খেলো
রহস্য কি?
[character]: কেন? পোলার!
[caption]: আমাদেরও চাই পোলার!

",no
"[Man]: শিক্ষা হল সবচেয়ে শক্তিশালি অস্ত্র, যা দিয়ে আমরা পৃথিবীটা বদলাতে পারি
[Man]: কিন্তু বাংলাদেশে এই অস্ত্রের দাম অনেক বেশী।
",no
"[caption]: এই কয়েকদিন পকেটে
মোবাইল ভাইব্রেশন করলেও
[caption]: মনে হয় ভুমিকম্প হইতেছে!
চরম বিপাকে আছি
",no
"[caption]: যদি একটি মেয়েকে বিয়ে করেন।
তাহলে সে আপনার সাথে ঝগড়া করবে!
তার কাছে আপনার কদর থাকবে না!
[caption]: যদি দুইটি মেয়েকে বিয়ে করেন
তাহলে তারা একে অপরের সাথে
বাগড়া করবে! আপনার কদর বাড়বে!

",no
"[Man 1]: এক বোতল রক্ত দিনতো!
[Woman]: রক্তের গ্রুপ বলেন
আবোল তাবোল রক্ত নিবেন নাকি!
[Man 2]: প্রেমিকাকে লাভ লেটার লেখবো
গ্রুপ দিয়া কি হইবো! একটা হইলেই হইব!

",no
"[Man 1]: ওর সাথে লাইন মাইরা লাভ নাই, ওর BF আছে
[Man 2]: ফুটবলে গোলকিপার থাকবেই তার মানে কি তুমি গোল দিবানা?
",no
"[caption]: ছেলেরা 103°F জ্বরে
[caption]: আম্মু, আমি মনে হয় আর বাঁচবো না
[caption]: মেয়েরা 98°F জ্বরে

",no
"KEU AMARE MAIRALA
[caption]: THIS IS BANGLADESH!!
KEU AMARE MAIRALA",yes
"[caption]: বিদেশের রাস্তায়
[caption]: কয়েক মিনিটে বৃষ্টির পানি গায়েব
[caption]: দেশের রাস্তায়
[caption]: কয়েক মিনিটে বৃষ্টির পানিতে রাস্তা গায়েব

",no
"[caption]: এই পৃথিবীতে মাত্র ২০% ছেলেরাই বুদ্ধিমান
[caption]: BIYA KORBI?
[caption]: DEKH DOST
[caption]: আর বাকিদের গার্ল ফ্রেন্ড আছে !!
",no
"[caption]: EX GF এর বিয়ের কার্ড পাইছি. একটু খারাপ তো লাগছে.. পরে ভাবলাম যামু তো নিশ্চই
[caption]: ভালবাসা এক জায়গায় আর বিরিয়ানি আরেক জায়গায়
",no
"[caption]: এবার সিরিজ জিতলে
হ্যাপিকে সাথে করে নিয়ে যাবো!
[caption]: আর যদি হেরে যাই?
[caption]: তোমাকে রেখে যাবো!

",no
"[boyfriend]: আমি তোমার বাবার কাছে আমাদের বিয়ের কথা বলতে চাই, কখন যাওয়া ঠিক হবে?
[girlfriend]: যখন আমার বাবার পায়ে জুতো থাকবে না!
",no
"[caption]: ও ডুমিকাওয় ইইলে!
[caption]: দুবি স্যোটিস না দিলে জানতামই না!
",no
"[caption]: ডিয়ার পৃথিবী, গো টু দ্যা সেটিংস দ্যান গো টু
[caption]: দ্যা প্রোফাইল সেটিং অ্যান্ড চয়েস জেনারেল মুড
",no
"[caption]: বাক অবশেষে
[caption]: বৃষ্টির দেখা পাইলাম",no
"[caption]: KEU AMARE MAIRALA
[caption]: সাধারণত
[caption]: পরে বারাতে
",no
"[caption]: বাংলাদেশে আসছেন কিছু না খেলে কি হয় দাদা?
[caption]: তাহলে আমাকে এক প্লেট পুরান ঢাকার বিরিয়ানী খাওয়াও।
[caption]: এহ! শখ কতো! আগে তিস্তা চুক্তি .তারপর খাওয়া!

",no
"[caption]: আমাদের মনে হয় বিয়ে হবে না
[boyfriend]: আমার বাড়ীতে সবাই এই সম্পর্ক মেনে নেবেনা?
[girlfriend]: ক্যানো! তোমার বাড়ীতে কে কে আছে!
[boyfriend]: আমার বউ আর দুই সন্তান

",no
"[caption]: বাস মনে কইরা উঠছিলাম!
[caption]: পরে বুঝলাম! এইটা তো বাস না!
[caption]: বড়সর একটা ওভেন আছিলো!

",no
"[caption]: আমার সব বন্ধুরা হয় বিয়ে করছে,
নয়তো প্রেম করে বেড়াচ্ছে
[caption]: আর আমি?
ফেইসবুকে তাদের ছবিতে লাইক দিচ্ছি..
",no
"[caption]: জান তুমি সবসময় শাক-সবজি খাও কেন?
[caption]: কারণ আমি পশু-পাখিকে বাঁচাতে চাই
[caption]: পশু-পাখিকে বাঁচাতে চাইলে ওদের খাবার খাও কেন?
",no
"[caption]: FAKiBAJi
[boyfriend]: জান তুমি সবসময় শাক-সবজি খাও কেন?
[girlfriend]: কারণ আমি পশু-পাখিকে বাঁচাতে চাই
[boyfriend]: পশু-পাখিকে বাঁচাতে চাইলে ওদের খাবার খাও কেন?",no
"[caption]: পোলার বিয়া দিবা খরচের হিসাব করছো
[father]: দেনমোহর ৫ লক্ষ গহনা ৩ লক্ষ অন্যান্য ২ লক্ষ টাকা মোট ১০ লক্ষ টাকা!
[father]: ধুর পোলারে কইছি পালায় বিয়া কর
[father]: কাজী ৩ হাজার টাকা সাক্ষী ১ হাজার অন্যান্য ২ হাজার মোট ৬ হাজার টাকায় কারবার শেষ",no
"[caption]: রেল লাইন ছেড়ে স্টেশনের দরজায়
[caption]: মহানগর প্রভাতী এক্সপ্রেস
[caption]: KEU AMARE MAIRALA
[caption]: BANGLA VISION
[character]: রেল মন্ত্রী বিয়া করার পর রেলের ইঞ্জিনের পাওয়ার এতো বাইড়া গেলো!",no
"[Man in black jacket]: হল্যান্ডের প্রথম গোল কে দিছে?
[caption]: PERSIE
[Man in police uniform]: তুই পারছিস নাকি পারোস নাই তা জানতে চাই নাই প্রথম গোল কে দিছে তা বল",no
"[Laughing cricketer]: কি মিয়া মাটিতে শুইয়া আসো কেন, জামায় ময়লা লাগবো তো
[Cricketer on ground]: লাগুক ভাই সমস্যা নাই কালকে এমনেও বাংলা ওয়াশ হমু",yes
"[caption]: সোনারগাঁও হোটেল পছন্দ নয় টিম ইন্ডিয়ার, স্থান পরিবর্তনের আর্জি
[caption]: সংবাদ- সোনারগা'র মতো ফাইভ স্টার হোটেল পছন্দ হচ্ছে না ভারতীয় প্লেয়ারদের।
[man]: সবার পেটে কি ঘি সয় হয়রে পাগলা!",yes
"[Wife]: তুমি এতো তারাতারি আউট হইছো ক্যান?
[Husband]: তুমি যদি রুবেলের নিয়া ভাইগা যাও! সেই চিন্তায়",no
"[caption]: FAKIBAJI
[caption]: ইনি প্রমান করেছেন যে টাকা হলেই নায়ক হওয়া সম্ভব
[caption]: এবং ইনি প্রমান করেছেন যে একজন মেয়ে হলেও নায়ক হওয়া সম্ভব",no
"[Girl]: * একটা মেয়ের স্ট্যাটাস... উফফ! কি গরম! “ENJOYING AT RADISSON”
[Girl's Brother]: * মেয়ের ভাইয়ের কমেন্ট... আপু, তাড়াতাড়ি বাথরুম থেকে বের হও! নাহলে আম্মু কে বলে দেবো তুমি আবার মোবাইল নিয়ে বাথরুমের ঢুকেসো",no
"[Woman 1]: বুবু জানেন? মোদী দাদা আমার জন্য কত কিছু আনছে?
[Woman 2]: আমারে যে কি দিছে সেইটা তো বলা যাবে না!
[Man 1]: আমার আনুষ্কা আইতাছে তাতেই চলবো!
[Man 2]: আর আমগো জনগণেরে যে কত বাশ দিয়া গেছে! আল্লাহই জানে",yes
"[caption]: KEU AMARE MAIRALA
[caption]: Keu amare
[caption]: কতদিন পরে যে একটা হরতাল পাইলাম!! খুব ভালগসে কিন্তু, কারণ আর্জেন্টিনার খেলা দেখে আরামে একটা ঘুম দেয়া যাবে।",no
"[Girlfriend]: সর্বনাশ কত মানুষ
[Boyfriend]: চলো ধানমন্ডি লেকে যাই!
[Girlfriend]: ঐখানে বাচ্চা ছেলেমেয়েরা যায়!
[Boyfriend]: বেইলিরোড!!!
[caption]: FAKIBAJI
[Girlfriend]: কি বললে!!!
[Boyfriend]: তাহলে কি পলাশের ফ্লাটে যাবে!
[caption]: FAKIBAJI
[caption]: FAKIBAJI",yes
"[man]: মনে হইতাছে খেলা বাংলাদেশ বনাম ইন্ডিয়া না!
[man]: সাতক্ষীরা বনাম ইন্ডিয়া",no
"[caption]: প্রশ্নপত্র রিপিট হবে না ভেবে
[caption]: ইন্ডিয়া টিম আজকেও মোস্তাফিজকে স্টাডি করে আসে নাই!
[caption]: KEU AMARE MAIRALA",no
"[Man 1]: বর্ষা আমাকে ছেকা দিসে... আমি আর এই পৃথিবীতে বাঁচতে চাই না আমি বিষ খেয়ে মারা যাবো
[Man 2]: বিষ না... তুই একুশ খা তাইলে তারাতারি মইরা যাবি",yes
"[son]: হ্যালো আব্বু, এক বেটা আমারে গুম করতে আসছিল
[son]: ওরেই গুম কইরা দিছি!
[father]: কেমনে বাবা?
[son]: খাইয়া ফেলাইছি",yes
"[caption]: এই দুইজনের সরকারের আমলে দেশের উন্নতি হোক আর না হোক
[caption]: সৌম্য সরকার এর আমলে বাংলাদেশে ক্রিকেট টিম এর রান এর উন্নতি ঠিকই হয়",no
"[caption]: FAKIBAJ
[caption]: বৃষ্টি পড়তেছে!
[man]: কিরে বৃষ্টি তুই পরস ক্যারে দেখস না বাংলাদেশের খেলা চলতেছে",no
"[caption]: WITH আটা, ময়দা ও সুজি
[caption]: WITH কাদা, ময়লা এবং নোংরা পানি",no
"[woman]: বন্ধু যখন বউ লইয়া আমার বাড়ির সামনে দিয়া রঙ কইরা হাইট্টা যায় ফাইট্টা যায় বুকটা ফাইট্টা যায়
[রবীন্দ্রনাথ ভার্সন]: সখা যবে বঁধু নিয়া মম বাটীর দ্বার দিয়া হাঁটিয়া যায় মম বক্ষ ফাটিয়া যায়, মম বক্ষ ফাটিয়া যায়",no
"[caption]: শিক্ষার্থীরা নয় ৭.৫% ভ্যাট দিবে ইউনিভার্সিটি কর্তৃপক্ষ,
[caption]: আর ইউনিভার্সিটি সেই ভ্যাট আদায় করবে বিভিন্ন Fee'র নামে শিক্ষার্থী হতে Simple",no
"[father]: ফইন্নীর পুত, পড়ছ না ক্যারে?
[son]: আব্বা তুমি এত গালি দাও ক্যারে
[father]: ভুল হইয়া গেছে রে ফইন্নীর পুত আর গাইলমুনা তোরে
[son]: ফইন্নীর ঘরের ফইন্নি",yes
"[caption]: ফ্যান চালালে শীত লাগে আর ফ্যান না চালালে গরম লাগে!
[caption]: এখন আমি কি করাম?",no
"[Man 1]: ”মেয়েটি নিচে দাড়িয়ে আছে” এটার ইংরেজিতে কি হবে দোস্ত?
[Man 2]: সহজ ব্যাটা MISUNDERSTANDING USA",no
"[caption]: KOI JAAASSS?
[Friend 1]: কিরে ফহinni আজকে তোর বউ তোর উপর এতো ক্ষেপলো কেন?
[Friend 2]: আর কইসনা বন্ধু, অর ছবি ফেসবুকে না দিয়া অয়েলেক্স এ ভট কমে দিয়া দিসিলাম",yes
"[Woman]: জলিল সারা রাত মোবাইল চার্জ দিলে দেখবা একদিন বাস্ট করবে
[Man]: NO CHINTA... আমি রাতে মোবাইল চার্জ দেওয়ার আগে... ব্যাটারি খুলে রাখি",no
"[caption]: যেমনে গুম হওয়া শুরু হইছে গুম হইলেই হিট হইয়া যায়
[The Mask]: faki baji
[Barack Obama]: ভাবতেছি নিজেরে নিজে গুম কইরা হিট হইয়া যামু...!",yes
"[caption]: বাংলাদেশ নিয়ে উল্টাপাল্টা কমেন্ট্রি
[caption]: করতে করতে আমি এটা ভুলে যাই ...
[caption]: যে আমার দেশ পাকিস্তানে তো
[caption]: আন্তর্জাতিক ম্যাচ নিষিদ্ধ ",yes
"[Boy]: I LOVE YOU
[Girl]: তর ঘরে কি মা-বোন নাই?
[Boy]: হ,তোমার শাশুড়ী-ননদ আছে",no
"[man]: ধরা যাবে না ছোঁয়া যাবে না, বলা যাবে না কথা
[man]: রক্ত দিয়ে পেলাম শালার এমন স্বাধীনতা ?",yes
"[Friend 1]: জানিস আজ একটা মেয়েকে প্রপোজ করেছি
[Friend 2]: বলছিস কিরে তার পর কিহল?
[Friend 1]: আলহামদুলিল্লাহ আমার আরেকটা বোন বেড়ে গেল",no
"[girlfriend]: জান, মদ/সিগারেট থেকে দূরে থাকবা। কারণ এগুলো তোমার শত্রু!
[boyfriend]: আরে, শত্রুকে যে ভয় পায়! সে তো পুরুষই না!",yes
"![Police Officer]: রাতে আপনার বাসায় চোর ঢুকে সব নিয়ে গেল কিন্তু টিভিটা নিল না কেন?
[Man]: আরে আমি তখন স্টার জলসায় সিরিয়াল দেখছিলাম তাই ওইটা নিতে দেইনি!",no
"[caption]: পরীক্ষার আগে ডিম খাইলে, পরীক্ষা খারাপ হয় || আমি ডিম খাইতাম না ||
[caption]: ডিম না খাইয়া ও পরীক্ষা খারাপ হইছে || খোদা আমি কিতা করতাম …….. ||",no
"[man]: মামা মোবাইলে খেলা দেখমু কিভাবে ?
[second man]: মোবাইলের ক্যামেরা on করে টিভির সামনে ধরে রাখ",no
"[caption]: FAKI BAJI
[girlfriend]: জান তোমার ফেসবুকের পাসওয়ার্ডটা দিবা?
[caption]: MAZE
[boyfriend]: আমার ফেসবুকে তো কোনো পাসওয়ার্ড নাই",no
"[caption]: নরমাল সময়ের স্টাইল
[caption]: পরীক্ষার সময় কালীন স্টাইল",no
"[son]: দোস্ত ড্রাগ লাগব জলদি দে
[mother]: কি! তুই DRUG নিস তাই বলি তুই এত মেজাজ দেখাস কেন আজ থেকে তোর হাতখরচ বন্ধ!
[son]: COC GAME মা DRAG বলসি DRUG না ড্রাগন এর SHORT FORM ড্রাগ",yes
"[man]: কসকি? তোরা ২৪ ভাইবোন! তোদের বাড়িতে আদমশুমারির লোক আসে নাই?
[another man]: আসছিল, তখন সবাই পড়তেছিলাম! কোচিং ভাইবা চইলা গেছে",no
"[caption]: #পরীক্ষার আগে
[caption]: KOI JAAASSS?
[caption]: আমি সেরা সবার থেকে
[caption]: #পরীক্ষার সময়
[caption]: KOI JAAASSS?
[caption]: আমি তেমন কিছু পারিনা কোন মতে পাস করলেই হবে।।",no
"[singer]: হাসান
[singer]: এতো কষ্ট কেন ভালবাসা?
[caption]: KHAN Shaheb
[man]: ভালবাসতে কইছে কেডা?",no
"[caption]: tanki baji tanki baji tanki baji tanki bajitanki
[Man 1]: নাম কি তোমার ?
[caption]: tanki baji tanki bajitanki baji tanki baji tanki baji
[Man 2]: Demba Ba
[Man 1]: ডিম বাবা
[caption]: tanki baji tanki baji tanki baji tanki bajitanki baji tanki baji tanki baji
[Man 1]: এইডা আবার কিসের বাবা ?",no
"[Man in yellow shirt]: যদি তোর Best Frd আর GF দুইজনে নৌকা থেকে পড়ে ডুবে যাই,তাইলে তুই কাকে বাঁচাবি?
[caption]: PREM KORBI?
[Man in grey shirt]: ডুবতে দে শয়তানগুলোকে, ওরা দুইজন নৌকাতে কি করছিল!!
[caption]: Point To Be Noted",yes
"[Woman]: রাগিনী MMS2 তে আমি সবাইকে ভয় পাইয়ে দেবো
[Baby]: আপনার ওই সিনেমাটাও খুব ভয়ে ভয়ে দেখতে হতো, এই না রুমে আম্মু-আব্বু ঢুকে পড়ে",no
"[caption]: মূল্যবান সময় নষ্ট করার জন্য ফেসবুক কে দায়ী করা ঠিক যেনো...
[caption]: গলায় দড়ি দিয়ে আত্মহত্যা করার পর, দড়ি কে দায়ী করা মতো।",yes
"GF: জান তুমি সাঁতার কাটতে পারো?
BF: না, পারি না।
GF: ছি ছি ছি একটা কুত্তা ও তো সাঁতার পারে!
BF: জান তুমি সাঁতার পারো
GF: হ্যাঁ পারি
BF: তাইলে...তোমার আর কুত্তার মধ্যে তো কোনো পার্থক্যই নাই ০০",yes
"[woman]: ছেলেদের সৎ ও ভালো মানসিকতার হওয়া উচিত স্মার্ট তো মোবাইল ও হয়
[man]: আর মেয়েদের নেককার এবং পরদানশীল হওয়া উচিত, হট তো রুটি ও হয়",no
"[caption]: মেয়েরা সারাজীবনে যত্তগুলো গালি দেয়
[caption]: ছেলেরা একদিনে তাদের বেষ্ট ফ্রেন্ডদেরকে তত্তগুলো গালি দেয়",no
"[boyfriend]: কি দিয়া ভাত খাইছ জানু?
[caption]: এই মজা লইস না দে
[girlfriend]: হাত দিয়া!!!
[boyfriend]: আমি তো ভাবছিলাম মুখ দিয়া খাইছ",no
"[Doctor]: আপনার এক্সরে রিপোর্টে পেটের মাঝে এতগুলো চামচ দেখা যাচ্ছে কেন?
[Patient]: আপনিই তো বলেছিলেন প্রতিদিন দুই চামচ খেতে",no
"[caption]: এইচএসসির পর
[*মেয়েরা]: আমি ডাক্তার হতে চাই মানুষের সেবা করতে চাই
[*ছেলেরা]: আমি ইঞ্জিনিয়ার হতে চাই বাবা-মার স্বপ্ন পূরণ করতে চাই
[*বাস্তবতা]: শেষমেশ কোথাও চান্স না পেয়ে মেয়েরা হয় মডেল.. আর ছেলেরা হয় ফটোগ্রাফার",no
"[caption]: কিছুদিন আগে যারা ফ্রান্সের পতাকা প্রোফাইল পিক দিয়েছিল
[caption]: এখন তারা ফ্রান্সে বসে ফেসবুক চালাচ্ছে",no
"[caption]: মামা ভাল্লাগছে!!!
[caption]: এফবি থেকে পাওয়া ছবি माननीय রেল মন্ত্রী জনাব মুজিবুল হক ও তার স্ত্রী
[young man]: এটা কি আমাগো ভাবি, নাকি চাচী, নাকি নানী হইবো!!",no
"[man 1]: বাইরে বাতাস আর বৃষ্টি হচ্ছে রে মামুর বেটা...
[man 2]: এর লাইগাইতো কই, ঠান্ডা লাগে ক্যারে",no
"[Bangladeshi cricketer]: আরেকটা বাংলাওয়াশ দিলাম
[Australian cricketer]: এলেইগাই তো আমরা খেলতে আসি নাই",yes
"[caption]: সকাল ৯টার ক্লাসে
[caption]: সেমিস্টার ফাইনাল, সে তো এক বিভীষিকার নাম
[caption]: দুপুর ৩টার ক্লাসে
[caption]: বিশ্বের সেরা শিক্ষকের নাম।",no
"[Man 1]: তোমার নাম কি? এবং তুমি কি কর?
[Woman]: আমি টেইলর, এবং আমি গান গাই
[Man 2]: আমাকে কি গাধা মনে করেছ? আমি জানি দর্জিরা গান গায় না
[caption]: Mr.Dy E.K.L.K",no
"[caption]: ফ্রান্সের পতাকা প্রোফাইলে দেখে
[caption]: প্রথম প্রথম মনে হচ্ছিল সবাই বুঝি রংধনু হয়ে গেছে",no
"[Boyfriend]: প্রিয় তুমি ছাড়া পৃথিবীতে আমি যে বড়ই একা
[Frustrated Man]: শালার পোলাপাইন ২ দিনের গার্লফ্রেন্ড পাইয়া নিজেরে এতিম মনে করে",yes
"[caption]: FACEBOOK এ--
[caption]: এর থেকে বড় অপমান কিছু নাই!!
[caption]: মেসেজ সিন বাট নো রিপ্লাই!",no
"[Student]: স্যার, ভূগোল মানে কি?
[Teacher]: ভূগোল মানে গোলাকার পৃথিবী! ভূ মানে পৃথিবী & গোল মানে গোলাকার।
[Student]: স্যার, তাহলে Google মানে কি?
[Teacher]: কেউ আমারে মাইরালা",no
[caption]: বিকল্প পথে ফেসবুক ব্যবহারকারীদের উপর কড়া নজর রাখা হচ্ছে,no
"[caption]: SERIOUSLY?
[son]: আম্মা...চুল কাটতে যাই
[mother]: যা! কিন্তু বাসায় আইতে সব চুল ফেরত আনিস
[son]: ক্যারে?
[mother]: হতচ্ছাড়া! বাসন মাজবো বলে
[son]: MAIRALA! AMARE MAIRALA",yes
"[caption]: KEU AMARE MAIRALA
[Lionel Messi]: আমার নেইমার আর সুয়ারেজ আছে, তোর কে আছে?
[Cristiano Ronaldo]: আমার পেপে আর বেল আছে
[Lionel Messi]: তুই খেলবি, নাকি রাস্তার ধারে শরবত বেচবি?",no
"[man]: যারা আমার পা*তে বাঁশ ঢুকাতে চায়, তাদেরকে যেকোনো বাঁশে খাড়া করি দিতে পারি
[caption]: শেষ পর্যন্ত মারামারি লেভেলঃ পাছা",yes
"[Woman]: তোমার শার্টে লিপস্টিকের দাগ কিভাবে লাগলো?
[Man]: এইডা তো আমারও প্রশ্ন আমি ঐ সময় শার্ট প্যান্ট কিছুই পড়া ছিলাম না",no
"[Teacher]: ক্লাসটেস্টে সবাই ফেল করেছো!! তোমাদের কি লজ্জা করে না?
[Students]: ম্যাম, আপনিই তো বলেছিলেন - দশে মিলে করি কাজ, হারি জিতি নাহি লাজ।",no
"[caption]: ফেসবুক কুমারী - ছেলে না মেয়ে!
[caption]: যার কেউ নেই তার গাছ আছে!",no
"[মেয়ের স্ট্যাটাস আপডেট:]: ""আমি বৃষ্টিতে ভিজে হাটতে ভালোবাসি.. তাহলে কেউ বুঝতে পারবে না যে আমি কাঁদছি""
[আমার কমেন্ট:]: ""আমি কুয়াশার মধ্যে হাঁটতে ভালোবাসি, তাহলে কেউ বুঝতে পারবে না যে আমি সিগারেট টানছি!
[caption]: তারপর দেখি আমি রক!",no
